shift_id,shift,units_per_hour,defect_rate,meets_sla
102,B,263.03,0.1,0
103,B,322.66,0.368,1
104,B,39.15,0.356,0
105,D,38.1,0.136,0
106,D,493.41,0.422,1
107,C,205.83,0.056,0
108,B,323.81,0.062,1
109,D,245.29,0.459,0
110,B,296.35,0.368,1
111,C,109.35,0.023,0
112,B,365.23,0.428,1
113,B,180.81,0.337,0
114,B,422.24,0.383,1
115,B,368.98,0.356,1
116,C,193.52,0.362,0
117,D,290.93,0.374,1
118,A,167.84,0.048,0
119,C,379.7,0.006,1
120,A,369.44,0.014,1
121,A,479.51,0.245,1
122,D,195.06,0.032,0
123,A,116.12,0.355,0
124,A,329.79,0.309,1
125,B,354.75,0.384,1
126,C,277.11,0.301,1
127,B,422.04,0.028,1
128,B,61.36,0.353,0
129,B,219.86,0.163,0
130,D,125.28,0.395,0
131,A,298.99,0.494,1
132,D,82.16,0.195,0
133,A,91.4,0.042,0
134,D,300.53,0.104,1
135,A,247.35,0.282,0
136,C,437.22,0.241,1
137,A,257.92,0.471,0
138,C,377.89,0.206,1
139,C,286.27,0.231,1
140,A,384.25,0.128,1
141,A,218.57,0.465,0
142,A,60.6,0.284,0
143,D,222.06,0.098,0
144,A,45.44,0.314,0
145,D,260.91,0.337,0
146,A,348.16,0.135,1
147,D,279.03,0.071,1
148,C,49.45,0.225,0
149,D,191.23,0.338,0
150,C,16.8,0.302,0
151,A,285.51,0.117,1
152,A,231.26,0.344,0
153,C,385.01,0.332,1
154,D,222.24,0.293,0
155,C,99.92,0.178,0
156,D,40.51,0.367,0
157,C,129.3,0.316,0
158,A,358.11,0.019,1
159,D,358.07,0.398,1
160,C,178.52,0.093,0
161,C,184.54,0.106,0
162,D,452.09,0.44,1
163,D,387.29,0.452,1
164,B,237.27,0.019,0
165,B,188.36,0.409,0
166,D,228.7,0.448,0
167,B,59.88,0.331,0
168,A,192.94,0.227,0
169,B,406.71,0.408,1
170,B,481.39,0.401,1
171,D,393.18,0.203,1
172,B,162.38,0.362,0
173,B,208.19,0.484,0
174,A,353.62,0.075,1
175,D,251.1,0.377,0
176,A,347.73,0.363,1
177,D,483.13,0.244,1
178,C,176.89,0.047,0
179,C,438.56,0.496,1
180,C,274.97,0.227,1
181,D,407.59,0.429,1
182,A,160.25,0.176,0
183,D,476.66,0.315,1
184,D,79.96,0.494,0
185,C,458.49,0.488,1
186,D,105.32,0.308,0
187,B,43.79,0.361,0
188,B,289.46,0.473,1
189,B,301.24,0.385,1
190,C,428.96,0.185,1
191,C,441.3,0.072,1
192,C,292.98,0.016,1
193,D,95.43,0.47,0
194,A,366.82,0.38,1
195,A,174.27,0.211,0
196,C,357.58,0.464,1
197,A,340.93,0.408,1
198,D,339.0,0.307,1
199,D,205.77,0.332,0
200,B,471.59,0.089,1
201,A,259.16,0.062,0
202,A,240.7,0.212,0
203,B,257.13,0.491,0
204,D,136.45,0.051,0
205,A,142.82,0.206,0
206,D,413.75,0.249,1
207,A,458.57,0.427,1
208,C,74.72,0.142,0
209,D,224.66,0.349,0
210,A,142.23,0.269,0
211,A,153.25,0.034,0
212,D,275.81,0.026,0
213,C,82.46,0.436,0
214,B,217.5,0.219,0
215,D,67.77,0.192,0
216,D,392.23,0.275,1
217,C,69.03,0.366,0
218,A,38.7,0.405,0
219,A,367.02,0.478,1
220,D,463.93,0.368,1
221,C,133.34,0.325,0
222,D,59.99,0.036,0
223,A,294.74,0.346,1
224,D,493.95,0.171,1
225,D,110.33,0.472,0
226,A,367.31,0.041,1
227,A,440.87,0.207,1
228,D,19.56,0.242,0
229,A,98.67,0.477,0
230,D,373.93,0.14,1
231,D,46.2,0.235,0
232,B,23.0,0.07,0
233,D,98.09,0.148,0
234,C,216.35,0.229,0
235,C,474.53,0.286,1
236,C,83.84,0.378,0
237,D,102.26,0.116,0
238,A,114.98,0.197,0
239,D,432.55,0.311,1
240,C,226.72,0.228,0
241,B,100.46,0.332,0
242,C,336.34,0.328,1
243,B,218.88,0.061,0
244,A,481.8,0.021,1
245,A,433.14,0.211,1
246,C,441.51,0.364,1
247,D,307.89,0.131,1
248,A,139.63,0.378,0
249,B,150.16,0.475,0
250,A,184.31,0.44,0
251,C,238.93,0.243,0
252,D,47.78,0.081,0
253,A,373.34,0.378,1
254,A,310.13,0.134,1
255,B,150.02,0.441,0
256,D,164.64,0.42,0
257,C,360.42,0.33,1
258,A,444.33,0.498,1
259,D,167.53,0.302,0
260,B,66.74,0.204,0
261,C,167.57,0.038,0
262,B,194.59,0.38,0
263,D,252.12,0.08,0
264,A,136.27,0.097,0
265,C,197.12,0.114,0
266,C,22.13,0.018,0
267,C,329.42,0.261,1
268,B,371.54,0.172,1
269,C,196.94,0.361,0
270,D,139.36,0.015,0
271,C,226.93,0.095,0
272,D,386.22,0.121,1
273,A,359.23,0.048,1
274,C,460.89,0.111,1
275,D,170.07,0.482,0
276,C,495.42,0.479,1
277,B,359.88,0.013,1
278,D,459.26,0.084,1
279,C,99.77,0.311,0
280,C,12.19,0.305,0
281,A,425.6,0.42,1
282,C,281.2,0.389,1
283,D,319.79,0.312,1
284,C,476.25,0.292,1
285,C,431.4,0.339,1
286,C,428.34,0.159,1
287,B,454.24,0.387,1
288,A,45.25,0.233,0
289,A,191.8,0.343,0
290,D,185.25,0.025,0
291,A,122.36,0.265,0
292,C,410.76,0.348,1
293,A,210.87,0.054,0
294,B,369.22,0.293,1
295,A,442.76,0.481,1
296,B,85.23,0.44,0
297,A,324.58,0.319,1
298,A,230.16,0.285,0
299,B,197.86,0.356,0
300,B,418.78,0.081,1
301,A,125.73,0.163,0
302,B,285.69,0.424,1
303,A,436.88,0.432,1
304,C,234.71,0.297,0
305,A,403.49,0.349,1
306,A,459.96,0.021,1
307,B,18.06,0.401,0
308,C,73.8,0.365,0
309,A,176.54,0.345,0
310,A,56.62,0.172,0
311,D,114.44,0.275,0
312,A,230.55,0.304,0
313,C,60.9,0.432,0
314,A,111.42,0.351,0
315,A,102.88,0.472,0
316,B,252.24,0.272,0
317,C,356.82,0.165,1
318,B,379.96,0.111,1
319,C,96.74,0.07,0
320,B,404.25,0.384,1
321,C,340.51,0.09,1
322,D,107.29,0.188,0
323,B,97.73,0.123,0
324,A,444.53,0.117,1
325,B,256.63,0.24,0
326,C,20.94,0.406,0
327,A,469.33,0.072,1
328,D,316.45,0.495,1
329,C,457.81,0.027,1
330,A,244.58,0.149,0
331,B,344.71,0.043,1
332,B,325.54,0.263,1
333,D,146.92,0.027,0
334,A,359.41,0.258,1
335,A,480.81,0.198,1
336,A,388.32,0.408,1
337,B,88.94,0.146,0
338,C,486.32,0.237,1
339,D,176.03,0.308,0
340,B,438.03,0.091,1
341,D,105.18,0.257,0
342,C,260.87,0.327,0
343,A,406.72,0.352,1
344,C,237.7,0.105,0
345,A,446.8,0.286,1
346,D,65.04,0.183,0
347,B,57.76,0.188,0
348,C,171.31,0.176,0
349,D,94.35,0.424,0
350,C,332.77,0.242,1
351,C,27.02,0.436,0
352,C,129.7,0.335,0
353,D,355.93,0.002,1
354,D,342.0,0.098,1
355,C,479.6,0.401,1
356,D,117.23,0.491,0
357,A,288.69,0.211,1
358,A,207.75,0.25,0
359,C,12.92,0.366,0
360,C,249.24,0.064,0
361,C,309.2,0.293,1
362,D,149.49,0.159,0
363,B,356.82,0.077,1
364,C,10.0,0.011,0
365,A,343.99,0.427,1
366,C,394.03,0.401,1
367,C,57.68,0.244,0
368,D,159.71,0.089,0
369,B,52.04,0.088,0
370,A,305.07,0.169,1
371,D,333.63,0.062,1
372,B,239.17,0.273,0
373,D,114.83,0.212,0
374,B,52.04,0.367,0
375,A,148.85,0.497,0
376,A,270.38,0.094,0
377,C,86.58,0.381,0
378,C,198.06,0.314,0
379,D,253.51,0.112,0
380,D,377.44,0.377,1
381,B,41.5,0.114,0
382,A,364.4,0.292,1
383,B,384.99,0.311,1
384,A,440.18,0.446,1
385,B,172.11,0.122,0
386,D,342.31,0.442,1
387,D,272.38,0.469,0
388,B,97.33,0.158,0
389,A,240.21,0.032,0
390,B,249.62,0.111,0
391,B,315.04,0.053,1
392,B,176.2,0.345,0
393,C,298.36,0.494,1
394,D,422.69,0.095,1
395,C,238.97,0.441,0
396,C,156.52,0.319,0
397,A,142.15,0.218,0
398,B,440.7,0.3,1
399,C,492.13,0.002,1
400,B,23.36,0.393,0
401,D,191.67,0.265,0
402,B,95.94,0.274,0
403,D,414.33,0.334,1
404,C,350.75,0.475,1
405,C,55.32,0.31,0
406,B,399.09,0.073,1
407,A,210.56,0.041,0
408,B,95.78,0.314,0
409,A,353.65,0.371,1
410,B,463.29,0.225,1
411,B,66.94,0.36,0
412,B,362.36,0.487,1
413,C,307.72,0.1,1
414,C,362.23,0.424,1
415,D,77.62,0.263,0
416,A,480.49,0.264,1
417,A,304.92,0.211,1
418,C,428.18,0.146,1
419,A,139.74,0.076,0
420,C,310.45,0.388,1
421,D,142.24,0.157,0
422,C,52.33,0.19,0
423,A,239.56,0.144,0
424,C,204.72,0.5,0
425,A,134.65,0.147,0
426,D,83.96,0.104,0
427,D,339.24,0.429,1
428,A,43.38,0.341,0
429,D,494.72,0.415,1
430,B,453.83,0.162,1
431,D,366.35,0.485,1
432,D,255.75,0.025,0
433,C,96.1,0.15,0
434,D,264.27,0.187,0
435,D,445.28,0.412,1
436,C,385.19,0.457,1
437,B,261.23,0.115,0
438,D,324.15,0.024,1
439,C,266.06,0.254,0
440,A,452.45,0.048,1
441,D,284.58,0.352,1
442,C,282.08,0.008,1
443,A,177.2,0.492,0
444,A,136.03,0.167,0
445,B,250.05,0.006,0
446,B,99.18,0.474,0
447,C,442.88,0.252,1
448,D,241.19,0.244,0
449,D,487.04,0.156,1
450,D,285.34,0.404,1
451,B,364.09,0.379,1
452,B,349.3,0.15,1
453,A,34.49,0.124,0
454,A,171.27,0.031,0
455,C,271.12,0.305,0
456,D,354.37,0.09,1
457,C,338.05,0.115,1
458,D,172.16,0.479,0
459,C,173.07,0.388,0
460,C,31.38,0.407,0
461,D,406.2,0.023,1
462,D,216.61,0.014,0
463,D,186.4,0.122,0
464,C,430.25,0.397,1
465,D,273.45,0.29,0
466,C,202.71,0.294,0
467,C,370.26,0.319,1
468,D,175.74,0.12,0
469,A,269.76,0.027,0
470,B,360.26,0.371,1
471,A,479.44,0.252,1
472,C,444.37,0.063,1
473,C,499.13,0.316,1
474,C,354.99,0.38,1
475,A,333.13,0.405,1
476,B,39.26,0.071,0
477,D,300.63,0.166,1
478,D,94.11,0.317,0
479,B,13.07,0.305,0
480,D,71.46,0.152,0
481,A,25.88,0.436,0
482,C,278.76,0.03,1
483,D,445.78,0.466,1
484,B,408.64,0.482,1
485,B,259.78,0.271,0
486,C,227.36,0.382,0
487,B,493.23,0.026,1
488,A,31.53,0.402,0
489,A,27.81,0.246,0
490,D,14.46,0.154,0
491,D,479.44,0.33,1
492,C,21.87,0.143,0
493,A,302.52,0.386,1
494,D,480.06,0.496,1
495,B,490.08,0.231,1
496,D,178.04,0.374,0
497,C,224.01,0.266,0
498,D,426.04,0.035,1
499,B,165.97,0.239,0
500,D,410.06,0.31,1
501,A,41.23,0.012,0
502,C,230.48,0.372,0
503,B,466.87,0.028,1
504,A,137.81,0.23,0
505,A,223.45,0.213,0
506,B,488.33,0.208,1
507,D,204.08,0.146,0
508,D,404.37,0.155,1
509,A,19.3,0.481,0
510,A,63.65,0.096,0
511,B,343.65,0.109,1
512,A,130.19,0.124,0
513,C,431.82,0.007,1
514,B,441.66,0.463,1
515,B,335.68,0.166,1
516,C,131.06,0.202,0
517,D,312.53,0.16,1
518,C,84.09,0.408,0
519,B,500.0,0.246,1
520,C,241.84,0.201,0
521,C,481.46,0.103,1
522,B,163.96,0.066,0
523,B,261.65,0.285,0
524,C,408.81,0.119,1
525,A,315.21,0.185,1
526,A,206.33,0.235,0
527,D,176.98,0.033,0
528,B,122.15,0.354,0
529,C,496.42,0.114,1
530,B,485.63,0.145,1
531,C,317.65,0.017,1
532,D,227.19,0.277,0
533,B,385.43,0.104,1
534,B,170.37,0.278,0
535,C,13.6,0.209,0
536,C,461.13,0.226,1
537,A,293.48,0.266,1
538,A,399.51,0.214,1
539,B,428.04,0.217,1
540,A,390.21,0.448,1
541,C,195.08,0.292,0
542,B,237.79,0.189,0
543,A,245.68,0.001,0
544,D,325.25,0.104,1
545,B,403.4,0.378,1
546,B,423.43,0.37,1
547,B,367.99,0.134,1
548,B,105.34,0.286,0
549,D,286.85,0.186,1
550,D,154.65,0.425,0
551,D,339.88,0.061,1
552,D,248.2,0.42,0
553,D,65.56,0.269,0
554,D,411.55,0.393,1
555,B,198.95,0.262,0
556,D,409.01,0.409,1
557,D,227.19,0.321,0
558,C,95.5,0.218,0
559,B,54.47,0.342,0
560,D,338.1,0.111,1
561,C,384.47,0.066,1
562,C,27.41,0.39,0
563,A,446.23,0.396,1
564,A,203.67,0.04,0
565,B,263.67,0.359,0
566,B,450.61,0.312,1
567,C,459.48,0.395,1
568,B,308.76,0.409,1
569,C,498.75,0.263,1
570,C,148.73,0.18,0
571,B,128.1,0.482,0
572,D,95.24,0.047,0
573,B,10.53,0.149,0
574,D,319.3,0.15,1
575,C,418.5,0.045,1
576,D,225.01,0.129,0
577,D,198.75,0.028,0
578,A,131.58,0.207,0
579,C,374.03,0.031,1
580,A,185.51,0.33,0
581,D,481.04,0.271,1
582,C,171.88,0.488,0
583,A,162.52,0.285,0
584,A,16.18,0.323,0
585,A,274.46,0.491,0
586,A,364.18,0.413,1
587,D,17.01,0.233,0
588,C,306.62,0.469,1
589,A,407.03,0.298,1
590,A,84.82,0.448,0
591,D,435.52,0.234,1
592,B,84.35,0.062,0
593,B,178.43,0.085,0
594,C,133.08,0.495,0
595,C,340.31,0.479,1
596,B,296.68,0.031,1
597,D,312.69,0.317,1
598,A,313.27,0.281,1
599,A,259.65,0.432,0
600,C,482.77,0.438,1
601,D,460.9,0.373,1
602,B,472.05,0.365,1
603,A,392.91,0.48,1
604,D,19.33,0.017,0
605,A,100.68,0.204,0
606,C,163.08,0.298,0
607,B,223.54,0.052,0
608,D,467.32,0.31,1
609,C,442.35,0.163,1
610,D,194.6,0.306,0
611,D,204.09,0.478,0
612,A,379.14,0.207,1
613,D,374.63,0.271,1
614,D,131.58,0.317,0
615,C,293.38,0.174,1
616,C,101.89,0.455,0
617,D,44.2,0.011,0
618,B,404.75,0.175,1
619,D,310.73,0.279,1
620,B,337.49,0.223,1
621,C,441.61,0.266,1
622,A,209.01,0.484,0
623,A,325.55,0.226,1
624,A,145.14,0.172,0
625,D,369.8,0.098,1
626,B,269.61,0.395,0
627,A,174.22,0.371,0
628,D,33.11,0.42,0
629,B,460.83,0.059,1
630,C,323.59,0.347,1
631,A,446.36,0.073,1
632,A,391.74,0.044,1
633,C,389.89,0.174,1
634,B,207.31,0.148,0
635,D,440.87,0.308,1
636,B,414.88,0.097,1
637,C,369.64,0.143,1
638,A,86.34,0.264,0
639,D,57.66,0.428,0
640,A,132.81,0.227,0
641,B,449.83,0.189,1
642,D,348.55,0.047,1
643,A,427.35,0.47,1
644,B,279.46,0.006,1
645,D,466.91,0.43,1
646,C,178.65,0.151,0
647,D,122.92,0.036,0
648,D,445.06,0.118,1
649,D,23.38,0.097,0
650,B,263.59,0.218,0
651,B,438.05,0.243,1
652,D,122.07,0.039,0
653,D,325.39,0.361,1
654,B,245.04,0.176,0
655,C,20.24,0.067,0
656,D,181.93,0.497,0
657,B,487.17,0.271,1
658,C,104.67,0.257,0
659,C,294.2,0.109,1
660,D,361.61,0.485,1
661,D,176.7,0.119,0
662,B,183.69,0.035,0
663,C,84.92,0.189,0
664,C,190.81,0.166,0
665,B,471.29,0.255,1
666,A,475.85,0.355,1
667,D,496.63,0.465,1
668,A,419.71,0.383,1
669,D,119.52,0.474,0
670,B,413.56,0.191,1
671,B,221.56,0.231,0
672,A,137.92,0.185,0
673,A,229.38,0.324,0
674,B,262.86,0.195,0
675,C,179.93,0.238,0
676,A,126.86,0.491,0
677,C,392.07,0.196,1
678,D,325.99,0.186,1
679,A,485.45,0.114,1
680,D,473.12,0.488,1
681,B,377.64,0.237,1
682,A,200.07,0.26,0
683,A,48.44,0.205,0
684,C,96.17,0.281,0
685,B,81.05,0.38,0
686,D,288.2,0.473,1
687,D,381.55,0.277,1
688,D,291.13,0.044,1
689,C,487.49,0.018,1
690,B,380.13,0.055,1
691,A,213.82,0.333,0
692,A,104.72,0.287,0
693,C,415.99,0.015,1
694,C,188.64,0.143,0
695,B,160.64,0.284,0
696,D,39.09,0.153,0
697,C,218.39,0.458,0
698,B,380.27,0.447,1
699,D,182.66,0.138,0
700,B,246.87,0.308,0
701,A,140.18,0.011,0
702,D,280.33,0.273,1
703,B,95.92,0.401,0
704,B,429.88,0.153,1
705,C,331.87,0.387,1
706,C,288.96,0.42,1
707,C,126.22,0.24,0
708,A,52.1,0.335,0
709,A,222.08,0.138,0
710,A,101.5,0.204,0
711,A,246.71,0.306,0
712,D,387.52,0.023,1
713,D,303.83,0.313,1
714,D,280.87,0.316,1
715,D,39.99,0.302,0
716,A,474.63,0.261,1
717,D,69.1,0.257,0
718,D,200.64,0.41,0
719,C,491.78,0.002,1
720,A,107.56,0.02,0
721,B,489.06,0.469,1
722,B,415.44,0.448,1
723,D,98.49,0.164,0
724,A,211.67,0.362,0
725,A,213.83,0.022,0
726,C,483.14,0.443,1
727,D,116.46,0.143,0
728,C,149.11,0.41,0
729,C,114.1,0.062,0
730,A,311.42,0.016,1
731,C,243.51,0.084,0
732,D,459.81,0.44,1
733,B,110.76,0.378,0
734,B,293.06,0.077,1
735,C,302.31,0.266,1
736,B,76.85,0.459,0
737,C,315.58,0.162,1
738,C,177.59,0.082,0
739,A,435.71,0.345,1
740,C,413.07,0.251,1
741,C,263.2,0.092,0
742,C,429.15,0.278,1
743,B,197.68,0.425,0
744,A,288.62,0.39,1
745,A,45.11,0.258,0
746,D,225.94,0.071,0
747,D,371.81,0.378,1
748,A,125.36,0.219,0
749,A,163.9,0.042,0
750,C,376.04,0.421,1
751,A,247.08,0.098,0
752,A,206.15,0.019,0
753,C,360.04,0.07,1
754,C,260.22,0.05,0
755,B,66.32,0.203,0
756,A,274.8,0.301,0
757,A,140.43,0.279,0
758,D,238.53,0.049,0
759,B,314.81,0.468,1
760,D,458.54,0.12,1
761,B,370.95,0.499,1
762,A,194.89,0.36,0
763,B,21.41,0.192,0
764,A,394.34,0.226,1
765,B,123.02,0.014,0
766,A,304.79,0.145,1
767,C,134.5,0.328,0
768,D,199.29,0.028,0
769,D,319.15,0.086,1
770,D,100.63,0.483,0
771,D,65.34,0.3,0
772,B,305.38,0.018,1
773,C,430.7,0.224,1
774,A,438.96,0.086,1
775,B,291.07,0.473,1
776,C,420.62,0.326,1
777,D,265.0,0.393,0
778,D,52.45,0.494,0
779,C,274.75,0.1,0
780,B,21.45,0.447,0
781,B,198.06,0.424,0
782,C,497.9,0.416,1
783,B,124.71,0.036,0
784,D,44.35,0.373,0
785,C,437.29,0.083,1
786,D,460.25,0.228,1
787,C,487.25,0.274,1
788,A,229.36,0.331,0
789,A,208.89,0.116,0
790,A,123.15,0.267,0
791,C,130.97,0.495,0
792,B,479.32,0.413,1
793,D,116.14,0.229,0
794,A,190.36,0.302,0
795,C,284.98,0.451,1
796,A,80.07,0.156,0
797,C,126.54,0.269,0
798,C,473.07,0.211,1
799,B,113.98,0.452,0
800,B,418.62,0.196,1
801,D,321.35,0.073,1
802,C,84.81,0.028,0
803,D,85.17,0.299,0
804,A,50.01,0.324,0
805,D,263.41,0.207,0
806,A,148.77,0.002,0
807,C,321.49,0.396,1
808,C,56.92,0.153,0
809,C,185.11,0.391,0
810,A,295.93,0.313,1
811,A,316.34,0.271,1
812,A,335.56,0.366,1
813,D,207.25,0.145,0
814,B,341.71,0.249,1
815,B,200.29,0.471,0
816,D,309.73,0.062,1
817,A,195.83,0.489,0
818,C,299.64,0.278,1
819,B,237.33,0.019,0
820,A,354.98,0.079,1
821,C,175.43,0.176,0
822,D,245.34,0.495,0
823,B,227.42,0.227,0
824,D,35.7,0.164,0
825,B,246.69,0.136,0
826,B,467.6,0.432,1
827,C,96.91,0.115,0
828,C,435.0,0.176,1
829,C,291.51,0.234,1
830,B,457.82,0.157,1
831,B,264.48,0.413,0
832,D,241.01,0.28,0
833,D,307.82,0.398,1
834,B,100.01,0.233,0
835,D,315.65,0.473,1
836,C,161.65,0.291,0
837,A,214.29,0.457,0
838,B,45.03,0.057,0
839,C,37.56,0.168,0
840,C,443.61,0.216,1
841,A,287.07,0.397,1
842,D,378.06,0.126,1
843,A,38.73,0.374,0
844,B,338.01,0.027,1
845,A,487.75,0.332,1
846,C,185.0,0.253,0
847,B,450.61,0.359,1
848,D,315.54,0.394,1
849,D,202.97,0.147,0
850,D,377.8,0.324,1
851,C,120.58,0.358,0
852,B,56.43,0.06,0
853,C,79.07,0.357,0
854,A,130.02,0.196,0
855,A,275.54,0.395,1
856,A,463.24,0.48,1
857,C,276.81,0.242,1
858,D,46.83,0.064,0
859,C,162.35,0.069,0
860,B,426.75,0.179,1
861,C,230.89,0.095,0
862,A,99.64,0.312,0
863,D,137.22,0.034,0
864,D,156.51,0.477,0
865,B,452.58,0.431,1
866,D,415.47,0.385,1
867,C,192.55,0.439,0
868,B,261.31,0.479,0
869,C,32.43,0.231,0
870,A,283.03,0.454,1
871,D,90.26,0.207,0
872,B,480.2,0.336,1
873,A,445.69,0.084,1
874,B,112.66,0.065,0
875,D,191.67,0.254,0
876,D,363.77,0.476,1
877,D,392.46,0.342,1
878,B,80.91,0.428,0
879,D,35.96,0.389,0
880,B,59.26,0.22,0
881,D,62.36,0.08,0
882,B,167.86,0.097,0
883,B,493.34,0.323,1
884,A,391.22,0.397,1
885,B,419.35,0.463,1
886,C,134.33,0.335,0
887,B,304.44,0.04,1
888,A,416.48,0.361,1
889,B,259.73,0.362,0
890,B,484.94,0.037,1
891,C,341.9,0.113,1
892,B,56.62,0.445,0
893,B,173.25,0.14,0
894,A,203.36,0.371,0
895,C,402.3,0.109,1
896,D,61.76,0.451,0
897,B,121.26,0.18,0
898,A,236.84,0.37,0
899,D,145.3,0.047,0
900,C,420.19,0.208,1
901,D,269.29,0.343,0
902,D,67.02,0.12,0
903,D,340.11,0.009,1
904,A,331.24,0.149,1
905,C,164.8,0.399,0
906,A,265.13,0.147,0
907,A,344.64,0.42,1
908,B,290.64,0.322,1
909,A,342.34,0.302,1
910,D,382.99,0.233,1
911,A,435.92,0.486,1
912,D,199.74,0.197,0
913,C,184.14,0.346,0
914,D,50.51,0.237,0
915,C,13.88,0.488,0
916,B,393.39,0.03,1
917,C,165.28,0.198,0
918,C,302.89,0.415,1
919,D,75.31,0.087,0
920,A,21.24,0.047,0
921,C,102.33,0.226,0
922,A,13.24,0.024,0
923,D,362.64,0.363,1
924,D,195.07,0.282,0
925,C,243.89,0.269,0
926,A,261.44,0.034,0
927,D,489.64,0.48,1
928,A,375.34,0.067,1
929,C,408.02,0.181,1
930,A,208.3,0.294,0
931,D,409.57,0.082,1
932,C,312.29,0.251,1
933,C,129.93,0.05,0
934,D,70.62,0.022,0
935,D,35.82,0.254,0
936,D,298.16,0.274,1
937,C,184.47,0.185,0
938,C,466.31,0.238,1
939,A,296.77,0.219,1
940,C,248.75,0.299,0
941,B,365.39,0.121,1
942,A,210.1,0.405,0
943,D,399.06,0.267,1
944,B,130.85,0.055,0
945,C,143.56,0.357,0
946,A,194.77,0.452,0
947,D,411.24,0.371,1
948,C,93.07,0.498,0
949,B,125.61,0.445,0
950,D,326.63,0.499,1
951,C,482.79,0.485,1
952,C,414.69,0.311,1
953,D,201.56,0.256,0
954,C,449.0,0.017,1
955,D,108.25,0.301,0
956,A,491.23,0.304,1
957,C,101.33,0.445,0
958,C,268.94,0.388,0
959,C,142.58,0.205,0
960,B,496.79,0.416,1
961,C,325.55,0.044,1
962,D,307.48,0.293,1
963,A,499.51,0.423,1
964,B,335.11,0.433,1
965,D,104.66,0.499,0
966,C,368.83,0.009,1
967,A,466.21,0.373,1
968,A,94.03,0.183,0
969,D,61.43,0.049,0
970,A,115.1,0.053,0
971,B,450.44,0.372,1
972,A,166.97,0.374,0
973,D,188.92,0.411,0
974,A,43.78,0.262,0
975,D,299.27,0.14,1
976,D,199.84,0.015,0
977,D,254.46,0.075,0
978,B,138.61,0.231,0
979,B,96.24,0.314,0
980,D,167.67,0.292,0
981,D,297.55,0.316,1
982,A,82.87,0.43,0
983,B,468.44,0.135,1
984,D,499.81,0.126,1
985,A,454.28,0.345,1
986,C,422.65,0.428,1
987,C,206.91,0.472,0
988,D,276.01,0.457,1
989,C,382.8,0.068,1
990,D,165.28,0.348,0
991,D,495.92,0.272,1
992,C,209.05,0.33,0
993,A,446.97,0.479,1
994,B,109.68,0.335,0
995,A,178.06,0.075,0
996,C,220.71,0.246,0
